instance_id,canonical_smiles
CHEMBL568316,COc1ccc(cc1OC)C(CCCNS(=O)(=O)c2cccs2)N3C(=O)c4cccc(N5CCN(CC5)[C@H](C)c6ccccc6)c4C3=O
CHEMBL4085802,Clc1ccc(cc1)S(=O)(=O)NCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34
CHEMBL3394254,CCCN(CCCNC(=O)CCCCCCCCCCCNC(=O)OC(C)(C)C)CCc1cccc2NC(=O)Cc12
CHEMBL3980088,CN(C)CCNC(=O)c1ccccc1NC(=O)c2ccc3cc4C(=O)NCCCn4c3c2
CHEMBL1427576,Oc1ccc(NS(=O)(=O)c2cccc3ccccc23)cc1Sc4nc5ccccc5s4
CHEMBL1091458,Fc1cccc(F)c1S(=O)(=O)NCCNS(=O)(=O)c2ccc3OCCOc3c2
CHEMBL220958,Cc1ccc(O)cc1Nc2nccc(n2)n3cnc4ccccc34
CHEMBL68221,COc1cc(Nc2nc(OC)nc(n2)c3ccccc3)ccc1c4ocnc4
CHEMBL314645,Cc1c(F)c(Oc2cccc(c2)C(O)C(=O)N)nc(Oc3cccc(c3)C(=N)N)c1F
CHEMBL571261,Cc1c[nH]c2ncnc(N3CC4CC3CN4\C(=N\C#N)\Nc5cccc(Br)c5)c12
CHEMBL3674241,CCN(CC)C1CCC(CC1)Nc2c(cnc3ccc(cc23)c4cc(F)c(O)c(Cl)c4)C(=O)C5CCCC5
CHEMBL1917256,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](OC(=O)c5occc5)(C(=O)CSc6ncccn6)[C@@]4(C)C[C@H](O)[C@H]23
CHEMBL3646963,CO[C@@H]1CCN([C@H](C)C1)c2nc(nc3CCN(Cc23)c4cc(nn4C)C5CC5)c6c(C)ccc7[nH]nc(C)c67
CHEMBL362313,C[C@@]1(Cc2ccc(Br)cc2)C(=O)N(c3cc(Cl)cc(Cl)c3)c4ncc(n14)S(=O)(=O)N5CCC(O)CC5
CHEMBL1429582,Cc1onc(c2ccccc2Cl)c1C(=O)N3CCN(CC3)S(=O)(=O)c4ccc(F)c(F)c4
CHEMBL3693831,Cc1nnc([nH]1)c2ccccc2CC3=Nc4c(cnn4C5CCOCC5)C(=O)N3
CHEMBL1649684,FC(F)(F)c1nn(c2COCCc12)c3ccc(CN4CCCC4=O)cc3
CHEMBL149172,Nc1ccccc1NC(=O)\C=C\c2ccc(NS(=O)(=O)c3ccc(cc3)c4ccccc4)cc2
CHEMBL310619,CCCCc1nc(Cl)c(\C=N\NC2=NCCN2)n1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5
CHEMBL1472634,NC1=CC(=O)N=C(SCC(=O)Nc2cccc(Cl)c2)N1CCc3ccccc3
CHEMBL3207828,COc1ccccc1N2CCN(CC2)\N=C\c3ccc(O)cc3O
